GeneID1	GeneID2
2073	6555
6555	7174
7174	79070
79070	93081
93081	728215
728215	267012
267012	23026
23026	100113391
100113391	10038
10038	122740
122740	122742
122742	122748
122748	123103
123103	328
328	390429
390429	390431
390431	390433
390433	390436
390436	390437
390437	390439
390439	390442
390442	441669
441669	441670
441670	55644
55644	57820
57820	641455
641455	7011
7011	79317
79317	79544
79544	81127
81127	85495
85495	90809
90809	91875
91875	404785
404785	440153
440153	10914
10914	122481
122481	7443
7443	388011
388011	283598
283598	64919
64919	84193
84193	10858
10858	123096
123096	123099
123099	2009
2009	283600
283600	317762
317762	51466
51466	7453
7453	7528
7528	79446
79446	84439
84439	8812
8812	283601
283601	55384
55384	57596
57596	692215
692215	767561
767561	767562
767562	767563
767563	767564
767564	767565
767565	767566
767566	767567
767567	767568
767568	767569
767569	767577
767577	767578
767578	767579
767579	767580
767580	767581
767581	767582
767582	767583
767583	767584
767584	767585
767585	767588
767588	767589
767589	767590
767590	767591
767591	767592
767592	767593
767593	767594
767594	767595
767595	767596
767596	767597
767597	767598
767598	767599
767599	767600
767600	767603
767603	767604
767604	767605
767605	767606
767606	767608
767608	767609
767609	767610
767610	767611
767611	767612
767612	8788
8788	161176
161176	27004
27004	283596
283596	51218
51218	51527
51527	55102
55102	56967
56967	623
623	624
624	8115
8115	9623
9623	10876
10876	11198
11198	122651
122651	122664
122664	122665
122665	283
283	29986
29986	3183
3183	319103
319103	338879
338879	341799
341799	390443
390443	390445
390445	440163
440163	4860
4860	493901
493901	51222
51222	55701
55701	57096
57096	57447
57447	57680
57680	6035
6035	6036
6036	6037
6037	6038
6038	6039
6039	64184
64184	64745
64745	692053
692053	84659
84659	84932
84932	145200
145200	1735
1735	1778
1778	3320
3320	51550
51550	5527
5527	55778
55778	5891
5891	64150
64150	91833
91833	9895
9895	10278
10278	10419
10419	1053
1053	116173
116173	122704
122704	122706
122706	1603
1603	161253
161253	22985
22985	23428
23428	26020
26020	4323
4323	4624
4624	4625
4625	5018
5018	51310
51310	54930
54930	55017
55017	55147
55147	5693
5693	57594
57594	60686
60686	63874
63874	64403
64403	64806
64806	8106
8106	84962
84962	9056
9056	26533
26533	26534
26534	26686
26686	56339
56339	6297
6297	9878
9878	100124539
100124539	145567
145567	440193
440193	55671
55671	80017
80017	8111
8111	9252
9252	1113
1113	123041
123041	26175
26175	319085
319085	341947
341947	3705
3705	55148
55148	55727
55727	5641
5641	57578
57578	64112
64112	79890
79890	84520
84520	9950
9950	12
12	145258
145258	145264
145264	23405
23405	327657
327657	388007
388007	400242
400242	5104
5104	5267
5267	79686
79686	79789
79789	10202
10202	10379
10379	10548
10548	10901
10901	11035
11035	115817
115817	1241
1241	145553
145553	161247
161247	161424
161424	196883
196883	23351
23351	25983
25983	26277
26277	27141
27141	283629
283629	29082
29082	414767
414767	4738
4738	4776
4776	4901
4901	51016
51016	5106
5106	51292
51292	55072
55072	55449
55449	56413
56413	56948
56948	5720
5720	5721
5721	57523
57523	5875
5875	643866
643866	7051
7051	728635
728635	79178
79178	79711
79711	80344
80344	84502
84502	8906
8906	90668
90668	9362
9362	9985
9985	10598
10598	122945
122945	145497
145497	161394
161394	2103
2103	22846
22846	23357
23357	283576
283576	283578
283578	2954
2954	29954
29954	57156
57156	58157
58157	63894
63894	64207
64207	85457
85457	2581
2581	54207
54207	55812
55812	8477
8477	1215
1215	1511
1511	29091
29091	2999
2999	3002
3002	4857
4857	2290
2290	387978
387978	5587
5587	112399
112399	171546
171546	64067
64067	9472
9472	253959
253959	51562
51562	84312
84312	84684
84684	145282
145282	253970
253970	26257
26257	5083
5083	7080
7080	89874
89874	115669
115669	161198
161198	3169
3169	6751
6751	100113389
100113389	122525
122525	2287
2287	23116
23116	54813
54813	55015
55015	55320
55320	57697
57697	84075
84075	10484
10484	117153
117153	122553
122553	254170
254170	4253
4253	5411
5411	8487
8487	11183
11183	122769
122769	122773
122773	196913
196913	23588
23588	27109
27109	283551
283551	382
382	4247
4247	5427
5427	55172
55172	6166
6166	6235
6235	6655
6655	79609
79609	79944
79944	8814
8814	9147
9147	122786
122786	22795
22795	51637
51637	54331
54331	5729
5729	5732
5732	57544
57544	114088
114088	145447
145447	51062
51062	51199
51199	5836
5836	60485
60485	81542
81542	2530
2530	145376
145376	22890
22890	2342
2342	26030
26030	2877
2877	3306
3306	376267
376267	4149
4149	645431
645431	6710
6710	7597
7597	91612
91612	9495
9495	2079
2079	400223
400223	55218
55218	55334
55334	57452
57452	5890
5890	677
677	87
87	8816
8816	10490
10490	145226
145226	161145
161145	23503
23503	384
384	51109
51109	5283
5283	57475
57475	145241
145241	51241
51241	55333
55333	56936
56936	64093
64093	6430
6430	6547
6547	6554
6554	8747
8747	9766
9766	10001
10001	22990
22990	23508
23508	319139
319139	4293
4293	8748
8748	26037
26037	9628
9628	10965
10965	122970
122970	145482
145482	145483
145483	338917
338917	399671
399671	4329
4329	51004
51004	55237
55237	57862
57862	5826
5826	641371
641371	641372
641372	646658
646658	79697
79697	80127
80127	83544
83544	91748
91748	91750
91750	9240
9240	957
957	26094
26094	53349
53349	5663
5663	58517
58517	8110
8110	8650
8650	89932
89932	10538
10538	11161
11161	112752
112752	122953
122953	23093
23093	55640
55640	55668
55668	618
618	7043
7043	10577
10577	10972
10972	122961
122961	1743
1743	2353
2353	27030
27030	283571
283571	4053
4053	51077
51077	5228
5228	56252
56252	79696
79696	83694
83694	8892
8892	91754
91754	97
97	9870
9870	145501
145501	22938
22938	283579
283579	57143
57143	81892
81892	8846
8846	9369
9369	9517
9517	145508
145508	2957
2957	677845
677845	7253
7253	85439
85439	6400
6400	1112
1112	29018
29018	55051
55051	55775
55775	56659
56659	5700
5700	646996
646996	801
801	90141
90141	11099
11099	123016
123016	161436
161436	79882
79882	10516
10516	123036
123036	4287
4287	4707
4707	53981
53981	650662
650662	79820
79820	9321
9321	122509
122509	145270
145270	256369
256369	256394
256394	283592
283592	3429
3429	51156
51156	51676
51676	5265
5265	57062
57062	57718
57718	78990
78990	83982
83982	866
866	90050
90050	100128927
100128927	10572
10572	113146
113146	122616
122616	122618
122618	122622
122622	196872
196872	207
207	23241
23241	256281
256281	283638
283638	2972
2972	29933
29933	3714
3714	388021
388021	400258
400258	55038
55038	64423
64423	90135
90135	9112
9112	1152
1152	115708
115708	122402
122402	23368
23368	26153
26153	374569
374569	3831
3831	4140
4140	7517
7517	79038
79038	84334
84334	9529
9529	9556
9556	283768
283768	440253
440253	4948
4948	8924
8924	727832
727832	114791
114791	123606
123606	23191
23191	283767
283767	283796
283796	339005
339005	390535
390535	400322
400322	81614
81614	22909
22909	26082
26082	89832
89832	89837
89837	89839
89839	1139
1139	26585
26585	342184
342184	6447
6447	89838
89838	9824
9824	2558
2558	2562
2562	2567
2567	4692
4692	54551
54551	7681
7681	791115
791115	100033448
100033448	100033456
100033456	100033460
100033460	100033799
100033799	100033801
100033801	100033804
100033804	100033805
100033805	100033806
100033806	100033807
100033807	100033809
100033809	100033811
100033811	100033812
100033812	100033813
100033813	100033814
100033814	100033815
100033815	100033816
100033816	100033817
100033817	100033818
100033818	100033822
100033822	100036563
100036563	100036564
100036564	100036565
100036565	100036566
100036566	100036567
100036567	338429
338429	347745
347745	57194
57194	7337
7337	100033413
100033413	100033414
100033414	100033417
100033417	100033420
100033420	100033421
100033421	100033422
100033422	100033423
100033423	100033424
100033424	100033425
100033425	100033426
100033426	100033427
100033427	100033428
100033428	100033430
100033430	100033431
100033431	100033434
100033434	100033435
100033435	100033436
100033436	100033437
100033437	100033438
100033438	100033439
100033439	100033440
100033440	100033441
100033441	100033442
100033442	100033443
100033443	100033445
100033445	100033447
100033447	100033449
100033449	100033451
100033451	100033453
100033453	100033454
100033454	100033458
100033458	100033810
100033810	100033821
100033821	145624
145624	23742
23742	338428
338428	338433
338433	347746
347746	3653
3653	6638
6638	727708
727708	791114
791114	8123
8123	123624
123624	145978
145978	283777
283777	91947
91947	91948
91948	11214
11214	64410
64410	23359
23359	321
321	56160
56160	7082
7082	161725
161725	4308
4308	51621
51621	54893
54893	123355
123355	145814
145814	23336
23336	3480
3480	4205
4205	64927
64927	140460
140460	220
220	22856
22856	5046
5046	55829
55829	6627
6627	79705
79705	80213
80213	1133
1133	161779
161779	23015
23015	254531
254531	256646
256646	440270
440270	51234
51234	55505
55505	56851
56851	57099
57099	57369
57369	70
70	79768
79768	9716
9716	9990
9990	10518
10518	10933
10933	11173
11173	1136
1136	1138
1138	1143
1143	123688
123688	1381
1381	23102
23102	23205
23205	3419
3419	3658
3658	55466
55466	5685
5685	646892
646892	80349
80349	11245
11245	113189
113189	171177
171177	22893
22893	2644
2644	27079
27079	3712
3712	388115
388115	440275
440275	5330
5330	54866
54866	55177
55177	55192
55192	56924
56924	57082
57082	57617
57617	5888
5888	643338
643338	644809
644809	6692
6692	6727
6727	701
701	84936
84936	85455
85455	90416
90416	90417
90417	90427
90427	23478
23478	4828
4828	5151
5151	57538
57538	9154
9154	9640
9640	11057
11057	145864
145864	176
176	254559
254559	283761
283761	374654
374654	4240
4240	51458
51458	5428
5428	55215
55215	6017
6017	90381
90381	10239
10239	10509
10509	10519
10519	145873
145873	290
290	3418
3418	342132
342132	374655
374655	390637
390637	440307
440307	51335
51335	5346
5346	55897
55897	56964
56964	64784
64784	8800
8800	8826
8826	80031
80031	26589
26589	3669
3669	4916
4916	55070
55070	64782
64782	64963
64963	23060
23060	23604
23604	348093
348093	348094
348094	4947
4947	53944
53944	5479
5479	6642
6642	79856
79856	80119
80119	80301
80301	84191
84191	9325
9325	9768
9768	114294
114294	283807
283807	51065
51065	51762
51762	7168
7168	771
771	83464
83464	8925
8925	9960
9960	10302
10302	115752
115752	197021
197021	4091
4091	54962
54962	55055
55055	5604
5604	595098
595098	595099
595099	595100
595100	6124
6124	692149
692149	84465
84465	10081
10081	10260
10260	10845
10845	123263
123263	123264
123264	390594
390594	51285
51285	51324
51324	51495
51495	54878
54878	54956
54956	57722
57722	81556
81556	8483
8483	8766
8766	9187
9187	9543
9543	54839
54839	55075
55075	55323
55323	56906
56906	7090
7090	145837
145837	246777
246777	26035
26035	283673
283673	414926
414926	54852
54852	6176
6176	79400
79400	9493
9493	100128285
100128285	10073
10073	1464
1464	161753
161753	192683
192683	257364
257364	25942
25942	26263
26263	4123
4123	54913
54913	54939
54939	55272
55272	56905
56905	5780
5780	60490
60490	653643
653643	79661
79661	92912
92912	9377
9377	10066
10066	10620
10620	1198
1198	1445
1445	1543
1543	1544
1544	1583
1583	25989
25989	283731
283731	342096
342096	3671
3671	4016
4016	4351
4351	5371
5371	57184
57184	57611
57611	594855
594855	64220
64220	79748
79748	80125
80125	80153
80153	8482
8482	84993
84993	9399
9399	2184
2184	283687
283687	400410
400410	54469
54469	57214
57214	58489
58489	597
597	9915
9915	10588
10588	1512
1512	23251
23251	23423
23423	5923
5923	374650
374650	388152
388152	388165
388165	54581
54581	54993
54993	57188
57188	6457
6457	84942
84942	100134869
100134869	283726
283726	440295
440295	6218
6218	79631
79631	84206
84206	145748
145748	170691
170691	196968
196968	204219
204219	55180
55180	145946
145946	2242
2242	26276
26276	374659
374659	4122
4122	5045
5045	55898
55898	641
641	9055
9055	91433
91433	9899
9899	100144604
100144604	145858
145858	28232
28232	400451
400451	8128
8128	55784
55784	1013
1013	115992
115992	124245
124245	1535
1535	161882
161882	197187
197187	197320
197320	197322
197322	2588
2588	27189
27189	283860
283860	29123
29123	333929
333929	348180
348180	353
353	390748
390748	4597
4597	51693
51693	81620
81620	84627
84627	863
863	9780
9780	100134368
100134368	10232
10232	10273
10273	10573
10573	113000
113000	117166
117166	124093
124093	146325
146325	146330
146330	197335
197335	26063
26063	283948
283948	3040
3040	3042
3042	3049
3049	3050
3050	30812
30812	339123
339123	388199
388199	398
398	401827
401827	4350
4350	4833
4833	51728
51728	51764
51764	55692
55692	57799
57799	58986
58986	63922
63922	64285
64285	64428
64428	64714
64714	64788
64788	65990
65990	6650
6650	79006
79006	79622
79622	8131
8131	8312
8312	83986
83986	84219
84219	84264
84264	84326
84326	84331
84331	8786
8786	89941
89941	9028
9028	9091
9091	9727
9727	10381
10381	11105
11105	124044
124044	124045
124045	172
172	1800
1800	2175
2175	22980
22980	2622
2622	27132
27132	5119
5119	54849
54849	606500
606500	6137
6137	6687
6687	750
750	79007
79007	84501
84501	8558
8558	92806
92806	92822
92822	9605
9605	100129637
100129637	23174
23174	54758
54758	54971
54971	57338
57338	763
763	8140
8140	10101
10101	10607
10607	115939
115939	1186
1186	124056
124056	146310
146310	197342
197342	23162
23162	23430
23430	254528
254528	25823
25823	2671
2671	26784
26784	283951
283951	3029
3029	3483
3483	390664
390664	390667
390667	4716
4716	4832
4832	51734
51734	574042
574042	57585
57585	6123
6123	6187
6187	64499
64499	645811
645811	64711
64711	64718
64718	65993
65993	6755
6755	677844
677844	7177
7177	7329
7329	735301
735301	79652
79652	81889
81889	84572
84572	8912
8912	8938
8938	90850
90850	90861
90861	90864
90864	9143
9143	9742
9742	9894
9894	1014
1014	113540
113540	123920
123920	146212
146212	146223
146223	146225
146225	146227
146227	1783
1783	1874
1874	23491
23491	25894
25894	26231
26231	283847
283847	283848
283848	283849
283849	29100
29100	29109
29109	29800
29800	3299
3299	51192
51192	51647
51647	51673
51673	55282
55282	55336
55336	57546
57546	6236
6236	653319
653319	6553
6553	7084
7084	766
766	79767
79767	80262
80262	84752
84752	865
865	8717
8717	8824
8824	8883
8883	8996
8996	10921
10921	10942
10942	114984
114984	124220
124220	124221
124221	124222
124222	1632
1632	1775
1775	1877
1877	21
21	23524
23524	25837
25837	260429
260429	26788
26788	283869
283869	283870
283870	283871
283871	4913
4913	4917
4917	51005
51005	5170
5170	527
527	5310
5310	54442
54442	57465
57465	57524
57524	64063
64063	64223
64223	645644
645644	650655
650655	652276
652276	6923
6923	7249
7249	752014
752014	79412
79412	80178
80178	83886
83886	84231
84231	84256
84256	899
899	9088
9088	9351
9351	10127
10127	10131
10131	115
115	1387
1387	146434
146434	146439
146439	1773
1773	197358
197358	23059
23059	26184
26184	4210
4210	4992
4992	4993
4993	51330
51330	54925
54925	54985
54985	64386
64386	646174
646174	7627
7627	7727
7727	7752
7752	7755
7755	7760
7760	79228
79228	79903
79903	81854
81854	84464
84464	84891
84891	9074
9074	9080
9080	91151
91151	9235
9235	10204
10204	10664
10664	123904
123904	146206
146206	1506
1506	181
181	23644
23644	23659
23659	3291
3291	388284
388284	3931
3931	4775
4775	50855
50855	54496
54496	54920
54920	55512
55512	55794
55794	55815
55815	5681
5681	5699
5699	57215
57215	57610
57610	64174
64174	64180
64180	65057
65057	6560
6560	79567
79567	80004
80004	80152
80152	81577
81577	84080
84080	84138
84138	9057
9057	9114
9114	10421
10421	10847
10847	11151
11151	112755
112755	115509
115509	146540
146540	146542
146542	1489
1489	1731
1731	197407
197407	22928
22928	23361
23361	26000
26000	283932
283932	29895
29895	3683
3683	388242
388242	51333
51333	5261
5261	54620
54620	5531
5531	5595
5595	613037
613037	64319
64319	65988
65988	677813
677813	6810
6810	6911
6911	78994
78994	79077
79077	79153
79153	79724
79724	79759
79759	80270
80270	83719
83719	90835
90835	92595
92595	9274
9274	93129
93129	9726
9726	9739
9739	9810
9810	114990
114990	124401
124401	124402
124402	124404
124404	146562
146562	23295
23295	26048
26048	29855
29855	29965
29965	3163
3163	5493
5493	57407
57407	6345
6345	7023
7023	79585
79585	79641
79641	84309
84309	84656
84656	84662
84662	9093
9093	9717
9717	113
113	23090
23090	255919
255919	29117
29117	55027
55027	64282
64282	10725
10725	11060
11060	11269
11269	118460
118460	16
16	1728
1728	283970
283970	28987
28987	348174
348174	55066
55066	6483
6483	80777
80777	100132341
100132341	10295
10295	10308
10308	124411
124411	1339
1339	146547
146547	2521
2521	260434
260434	283933
283933	29108
29108	339105
339105	3681
3681	3684
3684	3687
3687	493829
493829	51327
51327	5652
5652	64755
64755	6524
6524	7041
7041	79001
79001	79798
79798	84148
84148	146556
146556	196483
196483	51172
51172	56052
56052	386757
386757	440362
440362	729355
729355	440366
440366	124460
124460	1540
1540	6299
6299	64127
64127	85407
85407	10265
10265	79190
79190	1009
1009	283867
283867	1003
1003	54715
54715	146481
146481	283914
283914	606551
606551	1006
1006	18
18	23589
23589	25880
25880	5373
5373	7874
7874	79091
79091	146279
146279	2013
2013	23274
23274	28955
28955	2903
2903	4261
4261	4682
4682	780776
780776	80063
80063	29035
29035	1071
1071	11051
11051	221184
221184	23568
23568	267
267	326343
326343	4489
4489	4490
4490	4493
4493	4494
4494	4495
4495	4496
4496	4499
4499	4500
4500	4501
4501	4502
4502	4504
4504	51090
51090	55239
55239	583
583	6361
6361	6367
6367	6376
6376	644314
644314	6559
6559	80011
80011	84166
84166	84560
84560	89970
89970	9688
9688	9709
9709	116028
116028	26156
26156	29066
29066	2935
2935	400500
400500	51061
51061	5619
5619	5620
5620	58531
58531	608
608	7142
7142	8303
8303	84127
84127	8651
8651	9516
9516	368
368	408050
408050	4363
4363	23042
23042	23420
23420	5073
5073	51283
51283	57496
57496	730013
730013	8399
8399	9284
9284	10229
10229	23049
23049	23204
23204	283820
283820	339047
339047	6210
6210	653190
653190	79905
79905	11273
11273	112869
112869	1201
1201	23214
23214	246778
246778	25970
25970	26471
26471	27040
27040	388228
388228	390688
390688	440350
440350	487
487	55911
55911	653390
653390	6799
6799	6817
6817	7284
7284	79874
79874	83985
83985	84901
84901	8663
8663	930
930	123803
123803	123811
123811	255027
255027	4629
4629	54700
54700	54820
54820	89927
89927	9665
9665	10423
10423	112476
112476	124446
124446	146378
146378	226
226	23475
23475	253980
253980	253982
253982	26470
26470	283899
283899	4150
4150	440352
440352	440353
440353	440354
440354	440356
440356	548593
548593	552900
552900	606724
606724	6693
6693	6818
6818	79447
79447	81893
81893	83723
83723	8448
8448	8479
8479	9344
9344	9961
9961	100132247
100132247	1039
1039	146177
146177	29904
29904	55718
55718	57478
57478	653786
653786	730094
730094	9956
9956	100190986
100190986	10261
10261	1428
1428	146183
146183	23117
23117	255762
255762	257629
257629	387254
387254	400508
400508	400509
400509	51108
51108	55567
55567	57146
57146	730092
730092	7385
7385	7783
7783	2294
2294	2300
2300	2303
2303	64779
64779	79791
79791	81631
81631	146395
146395	197370
197370	23247
23247	2975
2975	3566
3566	50615
50615	79831
79831	283922
283922	440348
440348	5713
5713	10200
10200	3294
3294	5336
5336	80790
80790	93517
93517	1012
1012	1066
1066	221223
221223	26077
26077	2775
2775	283856
283856	4313
4313	51716
51716	54947
54947	6530
6530	84290
84290	10300
10300	1258
1258	1459
1459	221188
221188	221191
221191	222487
222487	29070
29070	29105
29105	374739
374739	3801
3801	4324
4324	5432
5432	55715
55715	57017
57017	57019
57019	57567
57567	64785
64785	79650
79650	84229
84229	9289
9289	92922
92922	10428
10428	1504
1504	162239
162239	197257
197257	197259
197259	2734
2734	440387
440387	497190
497190	55159
55159	79152
79152	79726
79726	84937
84937	9564
9564	10966
10966	146712
146712	26502
26502	284207
284207	3607
3607	56270
56270	64122
64122	6904
6904	79415
79415	79672
79672	79755
79755	29
29	29928
29928	359845
359845	400566
400566	50628
50628	51031
51031	55178
55178	55275
55275	64359
64359	79850
79850	9501
9501	114897
114897	124583
124583	146713
146713	3959
3959	57602
57602	64772
64772	7077
7077	9267
9267	22861
22861	23302
23302	388325
388325	4927
4927	51009
51009	56919
56919	708
708	79003
79003	84268
84268	84622
84622	9098
9098	9135
9135	256302
256302	25979
25979	284123
284123	284124
284124	339263
339263	3768
3768	5606
5606	8834
8834	388335
388335	4619
4619	4620
4620	4621
4621	4622
4622	4626
4626	56985
56985	6341
6341	644139
644139	8522
8522	8735
8735	26118
26118	3965
3965	8844
8844	1770
1770	388336
388336	6416
6416	7566
7566	60528
60528	93649
93649	9912
9912	1352
1352	94158
94158	9955
9955	146822
146822	9953
9953	10517
10517	10750
10750	125170
125170	125206
125206	140775
140775	147166
147166	220594
220594	2314
2314	254272
254272	284047
284047	339240
339240	3996
3996	400581
400581	51030
51030	51168
51168	54890
54890	5636
5636	644815
644815	645027
645027	6470
6470	654346
654346	7156
7156	80039
80039	125150
125150	136
136	201158
201158	284040
284040	353149
353149	374286
374286	4213
4213	5376
5376	54902
54902	57335
57335	64518
64518	9611
9611	23326
23326	284194
284194	339184
339184	348254
348254	92521
92521	10400
10400	10743
10743	140771
140771	146691
146691	1819
1819	201163
201163	201164
201164	23164
23164	51655
51655	55090
55090	56953
56953	6720
6720	79018
79018	83450
83450	8533
8533	91647
91647	100129396
100129396	125144
125144	162632
162632	201161
201161	23495
23495	26800
26800	388341
388341	51393
51393	57336
57336	57547
57547	692087
692087	692106
692106	7314
7314	9487
9487	9720
9720	84643
84643	6662
6662	11056
11056	11276
11276	284100
284100	30837
30837	440435
440435	57636
57636	6928
6928	727735
727735	729873
729873	729877
729877	80725
80725	84311
84311	146853
146853	163
163	201299
201299	246176
246176	256957
256957	284098
284098	388372
388372	414060
414060	57151
57151	6348
6348	6351
6351	6352
6352	6359
6359	6360
6360	6362
6362	6368
6368	79148
79148	79893
79893	80179
80179	8148
8148	91608
91608	9326
9326	124989
124989	3690
3690	388394
388394	4635
4635	4905
4905	51326
51326	7473
7473	7484
7484	9520
9520	9570
9570	996
996	10672
10672	146880
146880	201283
201283	374819
374819	440456
440456	64750
64750	8313
8313	8787
8787	100133991
100133991	10052
10052	10614
10614	10882
10882	113026
113026	124783
124783	124790
124790	124808
124808	146909
146909	201175
201175	201176
201176	2670
2670	284071
284071	388389
388389	4185
4185	4836
4836	51751
51751	55073
55073	752
752	79777
79777	79877
79877	80174
80174	9020
9020	9343
9343	9842
9842	100128977
100128977	100130148
100130148	1394
1394	147081
147081	162540
162540	246744
246744	284058
284058	401884
401884	4137
4137	474170
474170	641522
641522	9884
9884	124535
124535	124538
124538	124540
124540	140735
140735	26689
26689	284083
284083	4025
4025	404093
404093	4353
4353	51649
51649	5414
5414	54894
54894	54903
54903	55545
55545	56155
56155	6426
6426	6827
6827	7716
7716	8288
8288	9110
9110	9256
9256	339210
339210	376412
376412	59342
59342	7706
7706	8161
8161	8165
8165	8526
8526	9241
9241	10801
10801	11322
11322	125061
125061	147138
147138	283999
283999	332
332	400624
400624	57690
57690	7083
7083	8475
8475	9021
9021	9144
9144	9489
9489	10610
10610	114757
114757	124512
124512	146664
146664	23210
23210	439921
439921	55808
55808	6397
6397	6427
6427	654434
654434	677781
677781	677848
677848	677849
677849	768206
768206	79157
79157	79651
79651	10907
10907	22850
22850	26251
26251	374868
374868	440498
440498	4772
4772	79863
79863	80148
80148	9150
9150	1068
1068	116
116	27098
27098	494514
494514	55556
55556	7298
7298	7525
7525	81035
81035	9097
9097	9984
9984	27164
27164	56651
56651	125228
125228	4158
4158	4161
4161	55125
55125	753
753	8731
8731	2587
2587	162655
162655	284233
284233	374860
374860	388468
388468	440482
440482	5289
5289	641516
641516	56853
56853	57536
57536	10194
10194	284273
284273	284274
284274	100124516
100124516	10449
10449	26791
26791	4645
4645	497661
497661	54808
54808	6139
6139	677769
677769	9388
9388	4092
4092	9811
9811	1
1	10155
10155	10172
10172	10782
10782	10998
10998	116412
116412	147685
147685	147686
147686	147687
147687	162968
162968	201514
201514	25799
25799	27243
27243	27300
27300	284312
284312	342945
342945	388569
388569	503538
503538	55663
55663	6193
6193	65982
65982	65996
65996	730051
730051	7554
7554	7593
7593	7691
7691	7694
7694	79673
79673	79818
79818	80095
80095	84878
84878	84914
84914	9040
9040	10025
10025	10272
10272	10347
10347	116444
116444	126353
126353	1265
1265	126567
126567	1675
1675	1820
1820	1991
1991	25759
25759	27006
27006	284451
284451	3004
3004	400668
400668	5064
5064	51298
51298	5442
5442	54531
54531	55658
55658	5657
5657	566
566	5725
5725	57418
57418	610
610	682
682	79948
79948	81099
81099	8174
8174	84634
84634	8612
8612	91300
91300	91304
91304	91978
91978	997
997	147657
147657	147658
147658	147660
147660	162962
162962	162963
162963	162966
162966	2359
2359	284370
284370	284371
284371	388558
388558	400713
400713	5518
5518	55762
55762	55769
55769	59348
59348	65251
65251	7576
7576	7696
7696	79898
79898	80110
80110	81856
81856	84436
84436	84765
84765	90317
90317	90321
90321	9668
9668	148156
148156	256949
256949	284382
284382	284383
284383	4542
4542	4670
4670	4701
4701	51129
51129	51257
51257	51293
51293	6234
6234	6370
6370	79603
79603	81794
81794	84106
84106	84330
84330	84467
84467	85509
85509	9230
9230	94025
94025	10288
10288	10859
10859	10990
10990	11006
11006	11024
11024	11025
11025	11027
11027	114823
114823	126014
126014	147798
147798	148170
148170	23547
23547	26121
26121	284415
284415	29844
29844	353514
353514	3903
3903	3904
3904	4696
4696	4849
4849	5582
5582	57348
57348	59283
59283	59284
59284	59285
59285	6203
6203	79042
79042	79143
79143	79165
79165	79166
79166	90011
90011	91662
91662	91663
91663	94059
94059	126204
126204	126205
126205	126206
126206	126208
126208	140612
140612	147945
147945	147947
147947	147948
147948	147949
147949	204801
204801	342933
342933	388566
388566	55311
55311	57573
57573	58491
58491	63934
63934	79149
79149	85569
85569	90485
90485	100073347
100073347	100169890
100169890	10520
10520	10794
10794	114026
114026	125919
125919	147694
147694	162972
162972	201516
201516	256051
256051	284306
284306	284307
284307	348327
348327	374928
374928	388567
388567	400720
400720	503835
503835	5178
5178	54807
54807	55659
55659	57191
57191	57343
57343	57663
57663	6795
6795	7565
7565	7693
7693	7710
7710	79744
79744	79891
79891	90233
90233	9422
9422	126231
126231	147923
147923	148266
148266	148268
148268	163087
163087	163115
163115	163255
163255	199704
199704	22835
22835	25850
25850	284459
284459	374899
374899	374900
374900	388536
388536	390927
390927	51276
51276	84503
84503	84775
84775	92285
92285	10781
10781	125958
125958	125962
125962	125963
125963	147741
147741	162993
162993	162998
162998	26648
26648	374879
374879	390882
390882	390883
390883	50509
50509	50700
50700	5300
5300	54811
54811	54850
54850	57693
57693	59286
59286	7675
7675	7730
7730	79088
79088	84527
84527	93134
93134	93145
93145	10780
10780	125931
125931	23624
23624	26974
26974	284349
284349	342908
342908	342909
342909	353355
353355	388551
388551	56971
56971	5817
5817	602
602	7596
7596	7638
7638	7673
7673	7711
7711	7733
7733	7766
7766	7767
7767	7768
7768	7769
7769	7770
7770	7771
7771	7772
7772	7773
7773	9310
9310	100049587
100049587	11012
11012	11202
11202	125875
125875	147650
147650	2109
2109	2357
2357	2358
2358	25818
25818	26085
26085	27036
27036	27180
27180	27181
27181	284366
284366	284367
284367	284369
284369	3036
3036	354
354	3816
3816	3817
3817	3982
3982	402665
402665	43847
43847	43849
43849	4818
4818	55554
55554	5650
5650	5653
5653	5655
5655	606293
606293	729767
729767	7728
7728	8778
8778	89790
89790	89858
89858	90353
90353	945
945	946
946	9622
9622	112401
112401	125893
125893	126017
126017	147804
147804	162967
162967	170958
170958	284379
284379	317701
317701	317703
317703	342926
342926	388561
388561	503834
503834	55422
55422	55786
55786	79788
79788	79986
79986	84671
84671	90333
90333	90338
90338	91661
91661	112724
112724	11338
11338	125965
125965	147744
147744	147807
147807	147808
147808	163033
163033	199713
199713	2204
2204	22870
22870	23640
23640	255043
255043	27338
27338	284297
284297	284417
284417	284418
284418	29903
29903	29924
29924	338321
338321	352909
352909	3589
3589	3812
3812	51157
51157	51206
51206	51545
51545	54776
54776	54869
54869	55655
55655	57106
57106	5794
5794	6158
6158	646643
646643	6861
6861	7137
7137	7138
7138	729956
729956	79763
79763	84446
84446	84787
84787	84922
84922	89887
89887	9437
9437	100128675
100128675	10430
10430	11045
11045	115703
115703	126375
126375	126393
126393	1340
1340	148109
148109	148137
148137	163175
163175	199746
199746	2116
2116	23354
23354	26330
26330	27033
27033	2864
2864	2865
2865	2867
2867	3249
3249	374897
374897	388533
388533	4099
4099	495
495	51599
51599	5348
5348	5349
5349	53822
53822	53827
53827	55851
55851	55957
